reward,reward_accumulate
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-8.462597363075725e-05,0.0
-0.0019325560730673297,0.0
-0.0019032749204450975,0.0
-0.0018748678320802453,0.0
-0.0018472962463143593,0.0
-0.0028681990530917446,0.0
-0.00553201239615878,0.0
-0.008726519522650173,0.0
-0.013687144883737505,0.0
-0.01349964974834384,0.0
-0.013317222049041897,0.0
-0.013139659088388005,0.0
-0.012966768837225006,0.0
-0.012798369241936369,0.0
-0.012634287584988467,0.0
-0.016355457189096114,0.0
-0.017018273156564307,0.0
-0.022240236496422743,0.0
-0.021969014100124903,0.0
-0.02170432718325593,0.0
-0.02279264446420602,0.0
-0.022524495705803598,0.0
-0.02226258296503844,0.0
-0.02200669120681961,0.0
-0.021756615170378475,0.0
-0.021512158820149504,0.0
-0.021273134833258954,0.0
-0.021039364120805558,0.0
-0.02081067538036202,0.0
-0.020586904677347376,0.0
-0.020367895053120276,0.0
-0.02015349615782427,0.0
-0.01994356390618027,0.0
-0.019737960154570165,0.0
-0.019536552397890875,0.0
-0.019339213484780866,0.0
-0.01914582134993306,0.0
-0.01895625876230996,0.0
-0.018770413088169666,0.0
-0.018588176067896173,0.0
-0.018409443605704866,0.0
-0.01823411557136482,0.0
-0.018062095613144397,0.0
-0.017893290981245848,0.0
-0.01772761236104913,0.0
-0.017564973715534917,0.0
-0.01740529213630278,0.0
-0.017248487702642396,0.0
-0.017094483348154516,0.0
-0.016943204734454036,0.0
