local,xe_1,xe_2,xe_3,xe_4,xe_5,xe_6,xe_7,xe_8
0,0.8007008228665272,0.17092995660081067,-2.9111890052882052,0.6028681992058167,-3.1864664823554625,-3.225691239865849,0.6683365841359401,0.40941932451133545,0.4800191975878409
