local,xe_1,xe_2,xe_3,xe_4,xe_5,xe_6,xe_7,xe_8
0,0.1992991771334726,0.8290700433991893,3.9111890052882075,0.397131800794183,4.1864664823554625,4.2256912398658475,0.33166341586406023,0.5905806754886644,0.5199808024121588
