delay,delay_avg
0.11782019056709142,0.11782019056709142
0.24843803381159074,0.12421901690579537
0.29073380207751703,0.09691126735917234
0.42509889112552823,0.10627472278138206
0.5097515887702965,0.1019503177540593
0.6246234605352505,0.10410391008920843
0.8318439156276267,0.11883484508966095
1.031428087609012,0.1289285109511265
1.1474317878838804,0.12749242087598672
1.232872100834909,0.1232872100834909
1.4312282334204784,0.13011165758367985
1.6745516183085458,0.13954596819237883
1.878364150511566,0.14448955003935124
2.0478145270348302,0.1462724662167736
2.368345739832514,0.15788971598883428
2.6126795421759956,0.16329247138599973
2.7710161731291976,0.16300095136054105
2.8966809765250736,0.16092672091805965
3.1061590088762863,0.1634820530987519
3.356330718122596,0.1678165359061298
3.6391778936613712,0.17329418541244626
3.885983056376059,0.17663559347163904
4.253260457955587,0.18492436773719945
4.620074921507857,0.19250312172949405
4.912409216788305,0.1964963686715322
5.198791998839413,0.1999535384169005
5.607391004421276,0.2076811483118991
6.040627051569825,0.215736680413208
6.371307636055785,0.21970026331226844
6.8242301459442745,0.22747433819814247
6.901433952551281,0.22262690169520263
7.417065830811454,0.23178330721285795
7.943042914314248,0.24069827013073478
8.438173232733773,0.24818156566864036
8.881803213951253,0.25376580611289296
9.453495247992104,0.2625970902220029
10.056864254897555,0.2718071420242582
10.543787677393887,0.27746809677352335
10.751007966758213,0.2756668709425183
11.444946785624305,0.28612366964060765
12.046894390505447,0.29382669245135234
12.765642277270874,0.30394386374454463
13.599264682935612,0.31626196937059564
13.975596147083763,0.31762718516099464
14.506953317390177,0.32237674038644837
15.281629431589613,0.3322093354693394
15.39876396317232,0.327633275812177
16.25188260842242,0.33858088767546707
16.523581208696232,0.337215943034617
17.171662261805068,0.34343324523610136
17.62425230239192,0.3455735745567043
18.196031514649764,0.3499236829740339
18.487152922732935,0.3488142060893007
19.026953665258816,0.3523509938010892
19.75258913283863,0.35913798423342963
20.17383540347215,0.3602470607762884
21.09216014668623,0.37003789731028475
21.389860676766904,0.36879070132356734
22.06242682391856,0.37393943769353494
22.41117717659212,0.3735196196098686
23.026890239026226,0.3774900039184627
23.41369494032223,0.3776402409729392
24.35591206272203,0.38660177877336555
25.361328125034397,0.39627075195366246
26.481528207471406,0.40740812626879086
27.17263070646445,0.411706525855522
27.980458306949938,0.4176187807007453
28.409058955529954,0.41778027875779344
29.481348545443907,0.42726592094846244
30.670683678511693,0.4381526239787385
31.90302569688874,0.44933839009702453
33.26891724240968,0.46206829503346775
34.121278090201244,0.46741476835892115
34.98280764236492,0.47274064381574216
35.49304143326499,0.47324055244353325
36.484760530307,0.48006263855667103
37.073406973590195,0.4814728178388337
37.70082768626327,0.4833439446956829
39.00743437257276,0.49376499205788305
40.07681510715931,0.5009601888394914
41.51681241084441,0.5125532396400544
42.33925033108143,0.5163323211107491
43.004406248335656,0.5181253764859718
44.117529227118716,0.5252086812752228
44.193822332601236,0.5199273215600145
44.67107467643999,0.5194311008888371
44.7140629975029,0.5139547470977345
44.797593825425146,0.5090635661980131
45.0080445836689,0.5057083661086393
45.52543369381521,0.5058381521535024
