local,xe_1,xe_2,xe_3,xe_4,xe_5,xe_6,xe_7,xe_8
0,0.20378722479182734,0.4366941689112294,3.83075802808356,0.25836992322407554,8.705239947715773,12.32185425788656,0.4049869923551743,0.5932149535935652,1.65043271936067
