reward,reward_accumulate
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.00018930965613380332,0.0
-0.0001849071059911567,0.0
-0.000180704671764085,0.0
-0.00017668901239154976,0.0
-0.00017284794690477693,0.0
-0.00016917033101318595,0.0
-0.001965511295123045,0.0
-0.0019253988197123705,0.0
-0.004509002499551534,0.0
-0.004571034953567442,0.0
-0.004483130435229606,0.0
-0.008455273286084065,0.0
-0.008298694151156583,0.0
-0.008147808802953736,0.0
-0.008002312217186705,0.0
-0.009482534725722108,0.0
-0.009319042747692418,0.0
-0.009161092870612885,0.0
-0.009008407989436003,0.0
-0.008860729169937052,0.0
-0.008717814183325165,0.0
-0.01340650250867262,0.0
-0.016001187067943255,0.0
-0.020281943181153863,0.0
-0.01997464101174244,0.0
-0.026087135739335326,0.0
-0.02570350139022745,0.0
-0.031623416532316456,0.0
-0.039046270429686204,0.0
-0.04612524864476816,0.0
-0.054862443119762995,0.0
-0.05411090280305392,0.0
-0.05337967438679643,0.0
-0.06120408818983582,0.0
-0.06039877123996956,0.0
-0.06894714254851375,0.0
-0.07777343086696546,0.0
-0.08786071888927545,0.0
-0.08717778461850337,0.0
-0.09854669841339914,0.0
-0.09734490940835767,0.0
-0.09617207917452204,0.0
-0.09594346182034942,0.0
-0.09481471521069824,0.0
-0.09423913529148918,0.0
-0.09315592683986287,0.0
-0.09209733676213716,0.0
-0.09106253522548394,0.0
-0.09100019159482603,0.0
-0.09142194705260569,0.0
-0.0904282302368165,0.0
-0.09127813177900417,0.0
-0.09030708782390838,0.0
-0.08935648689944618,0.0
-0.08842569016091029,0.0
-0.09040849655824218,0.0
-0.08948596087907644,0.0
-0.08858206228433829,0.0
-0.08769624166149491,0.0
-0.08997583268745953,0.0
-0.08909371668071972,0.0
-0.0882287291401302,0.0
