local,xe_1,xe_2,xe_3,xe_4,xe_5,xe_6,xe_7,xe_8
0,0.7962127752081726,0.5633058310887707,-2.830758028083559,0.7416300767759243,-7.705239947715765,-11.321854257886562,0.5950130076448258,0.40678504640643515,-0.6504327193606702
