time,id,x,y,0,1,2,3,4,5,6,7,8
7,99,385905.0,6671740.0,-27.18,-15.19,-9.64,-27.25,11.71,1.57,-22.87,-24.11,-29.04
8,0,386119.0,6671480.0,-46.39,7.99,-1.85,-20.98,-7.9,3.01,-16.35,-16.87,-26.89
8,1,385393.0,6671585.0,-41.81,-30.15,-20.59,-14.0,-18.52,-10.99,-21.88,-11.08,20.24
8,10,385664.0,6671846.0,-32.44,-24.11,9.6,-28.97,4.1,-13.59,-22.37,-27.57,-17.98
8,11,386251.0,6671871.0,-40.78,-14.18,-22.87,-43.3,-20.21,26.56,-39.94,-33.7,-29.8
8,12,385372.0,6671695.0,-29.3,-11.38,-23.97,1.6,-21.7,-11.19,-15.57,5.2,4.09
8,13,385705.0,6671207.0,-77.09,-51.19,-26.22,16.16,-40.14,-46.33,-30.52,-2.19,-39.08
8,14,385494.0,6671218.0,-57.19,-38.73,-19.26,-5.76,-16.58,-36.08,-7.6,-8.82,15.79
8,15,385650.0,6671583.0,-37.12,-10.0,-7.13,-10.14,-8.81,14.24,-14.96,-7.82,-10.39
8,16,385571.0,6671407.0,-54.4,-38.76,-28.05,3.33,-14.76,-25.84,-9.52,10.05,-21.09
8,17,385378.0,6671408.0,-55.08,-25.34,-31.49,-21.1,-27.44,-8.52,-15.35,-18.73,20.98
8,18,385646.0,6672054.0,16.31,-15.35,-13.65,-37.48,-4.93,-8.17,-32.06,-35.68,-31.16
8,19,386206.0,6671623.0,-43.15,4.57,-4.24,-24.69,-15.14,7.69,-21.92,-22.1,-33.23
8,2,386216.0,6671897.0,-40.33,-2.2,-16.79,-37.15,-15.54,15.66,-35.34,-29.03,-27.96
8,20,386067.0,6671318.0,-63.74,-28.41,34.01,-24.24,-25.69,-29.63,-34.3,-32.98,-44.08
8,21,386017.0,6671432.0,-62.03,-36.5,23.47,-11.92,-22.9,-14.82,-23.8,-23.91,-33.87
8,22,385734.0,6671927.0,-6.17,-10.38,-4.9,-16.6,6.59,4.62,-23.68,-14.58,-10.24
8,23,386215.0,6671882.0,-40.58,-10.84,-16.24,-36.55,-14.82,22.31,-34.66,-28.31,-27.68
8,24,385756.0,6671659.0,-38.43,-10.37,-6.65,-16.21,-0.13,11.91,-31.47,-14.56,-12.96
8,25,385285.0,6671638.0,-32.88,-15.34,-27.95,-10.56,-25.13,-15.29,-15.5,-8.35,18.51
8,26,385965.0,6671470.0,-37.89,-13.17,2.41,-12.08,9.92,-14.24,-8.91,-9.42,-19.91
8,27,386113.0,6671747.0,-53.2,4.45,-17.78,-52.1,-34.48,9.49,-45.27,-47.98,-41.61
8,28,385864.0,6671600.0,-49.2,-34.39,-11.15,-28.6,24.02,-20.85,-20.25,-26.89,-31.93
8,29,385540.0,6671514.0,-40.24,-10.71,-23.74,-2.36,-12.35,8.73,-21.67,1.73,-7.12
8,3,386005.0,6671352.0,-50.96,-32.6,24.54,-20.34,-11.79,-21.15,-26.98,-27.9,-36.91
8,30,386029.0,6671169.0,-46.61,-34.04,22.5,-25.57,-9.29,-17.84,-29.62,-29.37,-40.09
8,31,385891.0,6671745.0,-29.36,-15.04,-10.82,-28.11,8.54,5.02,-25.35,-26.91,-27.79
8,32,385437.0,6671619.0,-43.39,-30.95,-21.34,2.68,-19.47,-12.45,-21.69,6.71,1.75
8,33,385648.0,6671458.0,-38.53,-22.95,-19.25,-3.09,3.19,-10.53,4.21,1.66,-9.14
8,34,385811.0,6671564.0,-41.35,-25.99,-10.49,-15.09,17.26,-12.81,-6.95,-13.05,-18.73
8,35,385287.0,6671862.0,-30.87,-35.67,-30.95,5.2,-27.92,-29.42,-18.91,8.04,-7.13
8,36,385936.0,6671646.0,-24.96,-16.8,-5.86,-14.03,14.46,-9.5,-5.55,-12.62,-18.05
8,37,385572.0,6671698.0,-31.5,-13.92,-2.84,-9.41,0.47,-0.58,-15.1,-7.66,7.07
8,38,385434.0,6671735.0,-23.02,-5.13,-17.35,-1.53,-15.45,-5.23,-21.55,0.5,8.01
8,39,385710.0,6671791.0,-30.19,-16.97,4.53,-14.6,3.88,0.43,-21.9,-13.32,-2.18
8,4,385574.0,6671159.0,-60.84,-36.52,-9.76,17.85,-24.11,-30.41,-8.35,-9.92,-15.26
8,40,385623.0,6671332.0,-85.32,-66.7,-41.74,-8.53,-44.38,-56.37,-41.69,22.53,-51.7
8,41,385884.0,6671744.0,-28.38,-14.65,-9.82,-26.27,7.67,5.81,-26.88,-25.05,-26.91
8,42,385235.0,6671946.0,-24.52,-29.45,-31.67,1.46,-29.09,-23.57,-9.08,3.62,5.91
8,43,386191.0,6671626.0,-48.33,4.61,-5.77,-26.17,-16.6,8.05,-23.4,-23.59,-35.19
8,44,386218.0,6671754.0,-41.72,-3.37,-22.73,-35.22,-24.69,17.17,-39.42,-38.17,-31.96
8,45,385821.0,6671609.0,-56.7,-32.39,1.02,-31.99,12.87,-19.07,-24.05,-30.22,-28.36
8,46,385634.0,6671314.0,-81.48,-62.8,-41.45,-7.12,-40.35,-57.19,-39.86,21.11,-50.66
8,47,385579.0,6671710.0,-31.66,-14.31,-1.84,-9.42,1.66,-0.27,-14.93,-7.71,5.77
8,48,385843.0,6671579.0,-51.03,-35.66,-5.85,-28.47,19.49,-22.32,-20.05,-26.63,-31.25
8,49,385986.0,6671350.0,-48.62,-32.0,22.62,-21.03,-9.17,-24.15,-27.7,-28.69,-37.7
8,5,385701.0,6671982.0,-1.09,0.2,-4.98,-23.18,5.59,1.1,-23.91,-21.22,-17.18
8,50,385321.0,6672005.0,-10.17,-15.64,-16.37,-1.53,-13.28,-9.77,-8.6,1.02,7.93
8,51,385558.0,6671725.0,-35.0,-12.56,1.74,-11.27,5.73,-5.06,-7.75,-9.58,0.76
8,52,385258.0,6671329.0,-43.24,-13.3,-23.6,-16.21,-16.19,6.08,1.26,-7.55,3.01
8,53,385355.0,6671395.0,-52.48,-21.76,-35.57,-25.19,-23.42,-5.21,-8.38,-15.62,16.87
8,54,386219.0,6671848.0,-37.96,-9.4,-18.81,-39.07,-16.76,22.06,-36.61,-30.24,-26.0
8,55,385600.0,6672110.0,12.85,-13.25,-11.23,-23.72,-1.94,-4.73,-29.2,-21.95,-19.23
8,56,385601.0,6671554.0,-38.42,-9.17,-20.99,-7.63,-10.17,14.03,-26.01,-4.84,-8.96
8,57,386114.0,6671471.0,-44.53,8.44,-3.1,-21.39,-5.9,2.65,-16.29,-16.82,-26.85
8,59,385382.0,6671923.0,-13.09,-21.25,-7.24,-0.32,-4.67,-12.94,-15.72,2.05,5.91
8,6,385597.0,6672121.0,11.13,-12.25,-9.7,-22.87,-0.14,-3.82,-27.63,-21.12,-19.09
8,60,386120.0,6671635.0,-50.57,7.67,-10.31,-39.7,-30.03,5.99,-36.8,-37.03,-39.35
8,61,385821.0,6671234.0,-54.53,-24.31,21.17,-9.74,-17.15,-23.4,-16.58,-15.56,-25.53
8,62,385728.0,6671172.0,-73.94,-39.54,-13.78,14.77,-37.09,-42.85,-30.12,-1.08,-39.38
8,63,386118.0,6671582.0,-50.2,8.47,-7.44,-37.29,-27.15,4.88,-34.27,-34.63,-39.01
8,64,385913.0,6671759.0,-28.13,-12.98,-12.27,-27.31,2.94,10.55,-22.46,-26.15,-26.23
8,65,385839.0,6671287.0,-57.64,-27.87,4.82,8.52,-19.81,-27.63,-13.26,-9.42,-20.9
8,66,385845.0,6671573.0,-50.54,-35.23,-6.18,-35.16,19.99,-21.91,-26.53,-33.32,-37.48
8,67,386015.0,6671572.0,-50.18,-29.24,18.46,-17.89,-25.29,-4.78,-32.82,-33.36,-43.38
8,68,385576.0,6672152.0,6.77,-10.27,-7.27,-23.24,3.13,-0.29,-25.05,-21.5,-18.66
8,69,385381.0,6671412.0,-52.06,-21.52,-32.19,-18.22,-22.97,-4.86,-14.01,-14.88,17.53
8,7,386111.0,6671795.0,-46.21,-1.83,-25.27,-48.39,-25.68,15.78,-46.08,-39.24,-36.9
8,71,385683.0,6671240.0,-90.7,-68.05,-40.46,30.52,-49.8,-63.05,-37.99,-16.57,-47.76
8,72,385915.0,6671645.0,-28.42,-26.68,-11.25,-21.13,20.77,-12.63,-13.05,-19.67,-26.25
8,73,386180.0,6671865.0,-41.78,-12.18,-22.3,-42.4,-20.35,25.09,-40.32,-33.83,-31.38
8,74,385926.0,6671442.0,-40.4,-38.04,7.85,-25.54,6.11,-21.88,-31.45,-31.52,-42.1
8,75,385852.0,6671562.0,-49.57,-34.69,-7.14,-41.74,20.95,-21.42,-33.47,-40.02,-44.1
8,76,385546.0,6671807.0,-18.1,-1.81,-3.15,-2.69,-5.28,-1.37,-23.07,-1.15,4.59
8,77,385541.0,6671751.0,-31.28,-12.26,2.06,-11.89,5.74,-4.86,-5.96,-10.31,-0.37
8,78,385824.0,6671311.0,-50.77,-23.87,0.91,11.63,-13.91,-20.02,-10.55,-8.42,-19.83
8,79,385748.0,6671816.0,-24.1,-11.61,-7.35,-11.5,-7.33,9.96,-31.11,-10.09,1.37
8,8,385737.0,6671643.0,-37.81,-9.57,-10.08,-15.33,-4.6,15.19,-32.15,-13.58,-12.57
8,80,386276.0,6671393.0,-51.41,-10.53,18.48,-9.98,-24.63,-9.38,-21.63,-19.42,-30.74
8,81,385903.0,6671705.0,-30.8,-22.58,-9.7,-30.18,19.24,-7.77,-22.39,-28.85,-32.81
8,82,385890.0,6671611.0,-36.12,-26.45,-7.73,-23.99,19.62,-12.73,-15.31,-22.39,-26.78
8,83,385651.0,6671867.0,-22.38,-13.92,9.67,-21.01,3.74,-13.67,-22.43,-19.16,-15.27
8,84,385825.0,6671577.0,-50.56,-35.22,-12.9,-24.74,24.42,-21.97,-16.66,-22.82,-28.42
8,85,386014.0,6671614.0,-46.86,-26.89,15.9,-17.6,-21.41,-2.16,-29.76,-33.22,-41.97
8,86,385476.0,6671472.0,-40.86,-11.2,-29.34,-4.64,-12.53,9.32,-20.83,0.17,-2.34
8,87,386116.0,6671651.0,-50.94,7.62,-11.25,-41.18,-31.63,6.11,-38.31,-38.5,-39.66
8,88,385717.0,6671187.0,-81.61,-48.15,-22.93,16.67,-44.72,-50.94,-35.29,-2.73,-43.85
8,89,386104.0,6671681.0,-43.17,4.95,-7.4,-27.3,-13.26,8.17,-20.17,-26.41,-32.37
8,9,385662.0,6671467.0,-37.97,-22.54,-18.4,-3.59,4.25,-10.07,4.02,0.71,-9.27
8,90,386154.0,6671530.0,-43.77,3.93,-0.38,-22.52,-12.01,6.65,-19.55,-19.98,-31.75
8,91,386132.0,6671624.0,-49.1,3.76,-2.34,-30.68,-20.93,8.21,-27.75,-28.0,-37.93
8,92,386215.0,6671894.0,-40.63,-2.63,-16.84,-37.19,-15.58,16.06,-35.39,-29.07,-28.07
8,93,385770.0,6671874.0,-13.51,-14.45,-8.37,-30.54,2.35,10.62,-26.87,-28.59,-19.57
8,94,385385.0,6671699.0,-37.04,-19.31,-32.0,4.54,-29.79,-19.51,-20.12,8.51,-6.34
8,95,386146.0,6671800.0,-44.59,-6.13,-27.15,-47.0,-24.35,20.01,-44.53,-37.85,-34.52
8,96,385554.0,6671903.0,-22.86,-25.48,-3.92,-0.58,-4.72,-21.55,-21.84,1.92,5.81
8,97,386122.0,6671320.0,-59.57,-9.53,21.38,-18.71,-22.02,-13.42,-30.15,-28.63,-39.75
8,98,385304.0,6671873.0,-19.34,-33.59,-19.58,1.64,-16.65,-17.99,-20.16,3.57,5.67
8,99,385905.0,6671746.0,-28.05,-14.53,-11.04,-27.62,7.86,5.71,-24.28,-26.43,-27.72
9,0,386118.0,6671475.0,-44.68,8.8,-3.45,-25.43,-6.61,2.56,-17.26,-17.14,-29.29
9,1,385387.0,6671581.0,-50.95,-39.27,-29.74,-23.0,-28.54,-20.02,-30.08,-20.46,29.54
9,10,385669.0,6671839.0,-33.14,-20.75,10.14,-28.74,3.29,-12.98,-37.82,-27.19,-11.37
9,11,386243.0,6671870.0,-40.83,-13.59,-22.02,-35.22,-19.82,25.74,-39.48,-33.32,-23.43
9,12,385375.0,6671697.0,-32.04,-10.02,-26.84,3.48,-25.48,-14.18,-17.93,7.22,-0.66
9,13,385700.0,6671213.0,-73.24,-51.43,-24.16,23.51,-36.64,-42.02,-32.27,-9.71,-38.41
9,14,385497.0,6671213.0,-52.24,-41.52,-19.92,-6.21,-11.99,-28.7,-3.11,-5.2,12.85
9,15,385650.0,6671583.0,-37.17,-10.04,-7.69,-10.54,-9.69,14.35,-14.85,-7.81,-8.87
9,16,385571.0,6671407.0,-53.95,-38.29,-28.13,4.02,-13.46,-25.52,-8.9,9.28,-20.38
9,17,385384.0,6671412.0,-50.97,-21.19,-34.96,-17.42,-24.11,-4.62,-11.77,-14.43,17.0
9,18,385650.0,6672048.0,15.43,-10.29,-13.38,-37.31,-4.64,-7.84,-31.79,-35.3,-21.44
9,19,386213.0,6671623.0,-39.33,2.11,-7.18,-29.95,-16.34,10.66,-23.9,-23.39,-23.33
9,2,386216.0,6671897.0,-40.21,1.83,-16.8,-31.02,-15.58,11.85,-35.29,-29.1,-21.89
9,20,386059.0,6671318.0,-63.77,-30.21,36.01,-28.74,-26.11,-32.01,-34.41,-33.07,-47.81
9,21,386017.0,6671426.0,-61.38,-26.46,25.5,-16.07,-22.71,-15.31,-23.9,-23.93,-45.56
9,22,385734.0,6671927.0,-6.13,-6.24,-5.14,-17.05,6.44,4.38,-23.77,-14.78,-10.81
9,23,386215.0,6671881.0,-39.75,-7.61,-15.78,-29.64,-14.17,19.87,-33.93,-27.69,-20.36
9,24,385750.0,6671655.0,-37.9,-9.82,-7.59,-15.76,-2.41,12.39,-19.28,-13.71,-5.73
9,25,385291.0,6671641.0,-31.32,-9.65,-26.54,-8.87,-24.65,-13.84,-13.73,-6.93,16.27
9,26,385958.0,6671469.0,-37.1,-24.85,1.04,-12.55,11.35,-13.7,-9.68,-9.46,-21.25
9,27,386113.0,6671742.0,-52.82,5.6,-18.86,-49.55,-33.92,8.35,-44.22,-47.45,-34.95
9,28,385858.0,6671596.0,-51.19,-35.86,-10.88,-29.34,23.96,-22.34,-20.44,-27.07,-39.83
9,29,385546.0,6671518.0,-39.48,-9.8,-23.29,-3.28,-12.38,9.66,-11.29,1.22,-13.78
9,3,386012.0,6671356.0,-53.89,-34.22,27.76,-26.58,-15.3,-21.33,-29.12,-30.0,-38.06
9,30,386028.0,6671178.0,-46.37,-33.79,22.32,-22.0,-9.39,-17.37,-27.65,-24.99,-36.06
9,31,385891.0,6671745.0,-29.4,-14.75,-10.81,-28.53,8.96,4.56,-25.26,-26.99,-21.17
9,32,385434.0,6671623.0,-46.56,-33.69,-23.16,0.6,-22.12,-14.7,-26.41,3.96,6.52
9,33,385653.0,6671464.0,-38.69,-23.23,-19.36,-4.0,4.58,-10.89,3.88,1.33,-22.58
9,34,385818.0,6671569.0,-43.91,-28.54,-11.8,-18.54,20.03,-15.41,-9.82,-16.01,-32.3
9,35,385293.0,6671866.0,-22.9,-30.43,-21.97,3.04,-19.87,-20.43,-11.21,5.65,2.35
9,36,385943.0,6671646.0,-25.32,-20.49,-5.75,-14.66,14.35,-8.03,-5.56,-12.76,-26.75
9,37,385576.0,6671691.0,-30.8,-12.92,-2.28,-16.94,0.25,-0.42,-25.09,-14.97,7.75
9,38,385440.0,6671739.0,-22.73,-0.43,-17.13,-2.05,-16.18,-5.2,-11.25,0.15,6.55
9,39,385710.0,6671791.0,-31.21,-18.04,2.92,-15.95,1.28,-0.61,-25.11,-14.45,4.18
9,4,385580.0,6671163.0,-60.94,-36.55,-10.22,18.44,-24.52,-30.09,-9.02,-10.28,-16.41
9,40,385622.0,6671339.0,-83.87,-68.27,-42.17,-8.29,-44.65,-55.01,-39.34,22.28,-36.25
9,41,385884.0,6671744.0,-28.44,-14.19,-9.88,-26.73,8.03,5.41,-26.83,-25.17,-20.33
9,42,385238.0,6671948.0,-23.7,-23.39,-29.83,-1.01,-28.08,-21.71,-6.6,1.76,8.46
9,43,386184.0,6671626.0,-48.01,5.33,-8.12,-31.06,-17.39,7.74,-24.99,-24.51,-30.51
9,44,386218.0,6671746.0,-41.12,-2.67,-23.41,-38.36,-24.02,16.45,-39.36,-37.52,-25.18
9,45,385817.0,6671616.0,-54.99,-30.67,2.83,-31.83,11.02,-17.97,-23.26,-29.57,-19.77
9,46,385630.0,6671320.0,-83.28,-70.05,-42.62,-7.51,-42.65,-56.75,-41.95,21.5,-38.38
9,47,385574.0,6671707.0,-35.46,-18.0,-6.22,-13.29,-4.11,-4.33,-21.42,-11.34,12.62
9,48,385846.0,6671581.0,-51.23,-35.86,-6.29,-29.47,19.92,-22.53,-20.41,-27.11,-29.79
9,49,385989.0,6671344.0,-50.62,-35.33,25.42,-26.88,-11.91,-25.26,-29.62,-30.6,-36.84
9,5,385704.0,6671977.0,-2.45,4.4,-6.29,-23.87,3.89,-0.23,-25.0,-21.69,-14.49
9,50,385319.0,6672003.0,-11.19,-11.3,-16.54,-2.1,-14.32,-9.67,-7.63,1.34,7.76
9,51,385553.0,6671732.0,-34.94,-13.9,0.04,-13.52,2.33,-6.32,-22.56,-11.63,6.84
9,52,385262.0,6671332.0,-43.38,-13.14,-21.09,-9.85,-17.07,5.3,1.46,-7.54,3.45
9,53,385358.0,6671395.0,-52.43,-22.52,-36.23,-18.96,-25.76,-6.07,-7.1,-16.17,16.86
9,54,386219.0,6671854.0,-39.66,-8.44,-18.79,-32.43,-16.97,21.27,-36.73,-30.47,-22.74
9,55,385600.0,6672110.0,11.03,-7.85,-10.16,-22.81,-0.69,-3.65,-28.09,-20.95,-18.17
9,56,385606.0,6671557.0,-37.9,-8.74,-20.75,-7.88,-10.5,14.4,-13.11,-4.67,-18.85
9,57,386114.0,6671471.0,-44.24,9.07,-3.68,-25.55,-6.1,2.19,-17.18,-17.07,-28.86
9,59,385388.0,6671927.0,-14.73,-13.98,-4.03,-0.87,-2.36,-13.51,-9.15,1.59,4.83
9,6,385597.0,6672121.0,9.46,-7.22,-8.93,-22.27,0.83,-2.72,-26.81,-20.41,-16.87
9,60,386119.0,6671642.0,-50.59,8.32,-12.41,-44.25,-30.54,5.46,-38.07,-37.6,-33.05
9,61,385817.0,6671226.0,-54.17,-24.08,20.42,-9.07,-17.23,-22.65,-15.45,-14.42,-24.02
9,62,385723.0,6671179.0,-79.08,-44.38,-19.46,19.07,-42.54,-47.62,-35.27,-5.27,-32.22
9,63,386118.0,6671575.0,-50.04,9.26,-8.8,-41.12,-26.85,4.23,-34.8,-34.51,-32.57
9,64,385919.0,6671764.0,-29.06,-11.88,-14.36,-27.01,0.31,12.99,-23.52,-25.54,-19.5
9,65,385843.0,6671281.0,-58.83,-24.73,13.05,0.13,-21.56,-27.63,-14.63,-10.93,-18.92
9,66,385845.0,6671573.0,-50.73,-35.39,-6.29,-35.84,20.09,-22.15,-26.62,-33.46,-30.58
9,67,386015.0,6671579.0,-49.87,-16.49,17.59,-22.37,-25.05,-4.0,-32.72,-33.94,-48.54
9,68,385580.0,6672146.0,6.21,-5.9,-7.28,-20.94,3.12,-0.36,-25.04,-19.1,-15.3
9,69,385381.0,6671412.0,-52.37,-21.82,-33.0,-18.1,-24.18,-5.62,-12.24,-15.14,17.9
9,7,386112.0,6671790.0,-45.59,-1.17,-26.47,-41.7,-25.89,15.12,-47.82,-39.5,-30.52
9,71,385679.0,6671246.0,-86.57,-66.95,-39.88,26.74,-46.08,-62.61,-36.77,-12.77,-40.8
9,72,385920.0,6671645.0,-24.92,-25.8,-12.03,-17.38,18.59,-11.83,-8.35,-15.42,-27.1
9,73,386172.0,6671865.0,-41.54,-11.15,-22.14,-35.28,-19.74,24.06,-39.66,-33.25,-24.88
9,74,385930.0,6671437.0,-40.81,-35.02,10.36,-29.26,3.6,-22.38,-32.68,-32.23,-27.92
9,75,385850.0,6671565.0,-49.76,-34.88,-6.89,-41.2,20.7,-21.69,-32.28,-38.86,-31.64
9,76,385553.0,6671811.0,-18.14,2.54,-3.71,-3.67,-6.29,-1.88,-12.44,-1.99,2.92
9,77,385537.0,6671757.0,-31.61,-11.81,0.44,-13.52,2.46,-6.04,-22.59,-11.71,6.27
9,78,385828.0,6671305.0,-46.85,-22.5,3.29,8.42,-9.3,-15.98,-7.73,-5.55,-15.55
9,79,385742.0,6671812.0,-26.71,-14.16,-9.25,-13.83,-9.99,4.94,-26.11,-12.28,7.76
9,8,385742.0,6671646.0,-37.65,-9.43,-9.56,-15.92,-4.76,13.71,-18.96,-13.83,-5.52
9,80,386283.0,6671393.0,-50.54,-10.1,18.67,-13.37,-23.89,-8.49,-20.82,-18.51,-31.87
9,81,385902.0,6671713.0,-29.59,-21.51,-9.94,-31.03,18.53,-6.59,-22.62,-29.22,-24.22
9,82,385890.0,6671611.0,-36.97,-27.28,-8.52,-25.35,20.5,-13.63,-16.09,-23.24,-37.12
9,83,385655.0,6671861.0,-27.16,-15.26,10.37,-26.65,3.0,-13.61,-35.19,-24.61,-11.72
9,84,385832.0,6671581.0,-51.77,-36.42,-4.96,-26.97,18.56,-23.2,-18.24,-24.55,-29.26
9,85,386014.0,6671620.0,-46.01,-14.58,15.0,-22.14,-20.1,-1.41,-28.73,-33.83,-47.28
9,86,385481.0,6671475.0,-40.78,-11.2,-29.51,-3.71,-13.4,8.2,-8.52,0.97,-2.53
9,87,386116.0,6671643.0,-50.72,8.49,-12.5,-44.96,-31.26,5.3,-38.79,-38.32,-33.17
9,88,385713.0,6671194.0,-78.32,-46.78,-21.98,17.62,-41.75,-47.22,-30.36,-3.72,-31.49
9,89,386096.0,6671680.0,-38.93,5.07,-2.66,-27.49,-8.58,6.55,-15.72,-22.17,-33.78
9,9,385667.0,6671470.0,-38.16,-22.72,-18.89,-4.64,5.58,-10.32,3.68,0.25,-22.49
9,90,386149.0,6671530.0,-46.18,5.15,-3.58,-27.91,-13.32,7.02,-21.65,-21.42,-28.86
9,91,386131.0,6671624.0,-48.76,4.61,-3.93,-35.01,-21.17,7.96,-28.79,-28.37,-31.28
9,92,386215.0,6671890.0,-41.38,0.09,-16.44,-30.63,-15.18,13.49,-34.92,-28.7,-21.85
9,93,385775.0,6671868.0,-16.44,-15.57,-10.97,-32.02,-0.51,13.45,-29.27,-29.91,-14.45
9,94,385386.0,6671704.0,-36.72,-14.74,-31.48,4.23,-30.2,-18.98,-23.08,8.79,-6.61
9,95,386153.0,6671800.0,-43.72,-5.76,-26.22,-39.08,-23.44,19.6,-43.52,-36.97,-27.53
9,96,385559.0,6671904.0,-23.92,-22.16,-4.92,-0.43,-6.55,-22.41,-9.34,2.27,5.65
9,97,386115.0,6671320.0,-59.02,-15.18,25.82,-22.88,-21.73,-16.9,-30.24,-28.69,-42.99
9,98,385311.0,6671877.0,-19.48,-28.6,-18.82,1.21,-16.82,-17.12,-8.65,3.19,5.79
9,99,385907.0,6671752.0,-27.78,-14.28,-11.05,-30.21,8.1,5.44,-24.07,-28.71,-21.37
10,0,386112.0,6671474.0,-42.68,7.63,-1.08,-18.11,-4.93,2.32,-16.17,-15.66,-27.68
10,1,385382.0,6671577.0,-51.47,-49.48,-30.29,-23.93,-30.05,-20.53,-24.37,-21.21,29.78
10,10,385673.0,6671832.0,-33.34,-16.03,10.74,-28.71,2.44,-12.28,-31.37,-26.91,-10.0
10,11,386236.0,6671870.0,-40.72,-13.02,-22.06,-40.8,-19.39,25.24,-38.99,-32.92,-22.58
10,12,385378.0,6671699.0,-36.06,-9.13,-30.99,1.45,-30.64,-18.45,-16.16,10.73,-6.03
10,13,385696.0,6671220.0,-77.94,-54.67,-27.86,24.7,-41.66,-45.99,-35.85,-10.81,-43.1
10,14,385501.0,6671208.0,-49.62,-38.88,-20.7,-6.22,-9.7,-25.71,-0.61,-3.71,10.78
10,15,385650.0,6671583.0,-37.26,-10.12,-8.3,-11.59,-10.71,14.75,-12.98,-7.84,-9.31
10,16,385571.0,6671407.0,-54.22,-38.54,-28.94,2.99,-12.86,-25.5,-9.03,10.24,-20.87
10,17,385389.0,6671415.0,-47.84,-18.2,-35.95,-14.51,-22.13,-1.52,-6.02,-11.21,13.09
10,18,385654.0,6672042.0,13.32,-3.61,-13.22,-37.43,-4.54,-7.83,-39.55,-35.11,-20.44
10,19,386220.0,6671622.0,-38.5,-0.08,-11.6,-24.17,-17.85,13.25,-25.85,-24.89,-21.89
10,2,386215.0,6671896.0,-39.95,4.13,-17.6,-36.33,-15.67,9.63,-35.3,-29.21,-21.49
10,20,386051.0,6671317.0,-59.42,-25.79,30.21,-19.27,-22.12,-28.59,-31.72,-29.57,-43.83
10,21,386011.0,6671421.0,-61.72,-29.04,23.69,-11.2,-23.45,-17.3,-25.64,-24.87,-46.3
10,22,385734.0,6671927.0,-6.37,-1.28,-5.59,-17.84,5.8,3.72,-19.83,-15.28,-12.61
10,23,386215.0,6671881.0,-39.88,-5.97,-16.46,-35.13,-14.15,18.72,-33.83,-27.7,-19.82
10,24,385745.0,6671652.0,-37.44,-9.34,-7.84,-15.87,-3.79,12.87,-15.67,-12.86,-5.54
10,25,385296.0,6671645.0,-30.52,-3.63,-25.83,-8.27,-24.95,-13.1,-7.03,-6.14,12.84
10,26,385951.0,6671469.0,-36.57,-24.94,0.35,-22.3,12.13,-13.19,-10.02,-9.33,-20.99
10,27,386114.0,6671734.0,-52.16,7.14,-30.22,-48.88,-33.07,6.85,-42.65,-46.63,-33.61
10,28,385853.0,6671593.0,-52.04,-36.62,-10.4,-29.75,23.59,-22.78,-20.38,-27.01,-38.84
10,29,385553.0,6671522.0,-38.95,-9.45,-23.32,-5.11,-12.85,10.55,-8.34,0.38,-14.99
10,3,386016.0,6671359.0,-56.0,-35.17,29.17,-22.19,-17.95,-21.93,-31.71,-31.73,-40.56
10,30,386028.0,6671187.0,-46.08,-33.61,22.12,-18.96,-9.44,-16.66,-29.84,-26.36,-38.51
10,31,385891.0,6671745.0,-29.55,-14.89,-10.94,-29.65,9.03,4.51,-25.33,-27.24,-21.74
10,32,385431.0,6671629.0,-50.39,-27.93,-27.01,-1.03,-26.87,-18.83,-23.8,8.18,3.14
10,33,385660.0,6671469.0,-39.08,-23.6,-19.8,-5.35,5.82,-10.89,3.18,0.44,-10.29
10,34,385825.0,6671573.0,-47.65,-32.27,-13.71,-23.21,23.45,-18.74,-13.97,-20.27,-32.84
10,35,385299.0,6671870.0,-22.03,-25.04,-20.29,1.63,-19.2,-18.74,-3.36,4.07,3.83
10,36,385951.0,6671646.0,-25.64,-19.61,-5.36,-15.19,13.82,-6.38,-5.59,-12.92,-27.37
10,37,385580.0,6671684.0,-29.38,-9.68,0.69,-19.38,2.28,1.9,-20.62,-16.56,3.08
10,38,385448.0,6671744.0,-23.45,5.01,-18.04,-3.92,-18.05,-6.27,-6.3,-1.54,3.55
10,39,385709.0,6671790.0,-33.44,-22.5,3.67,-18.52,-0.94,-3.18,-21.27,-16.76,6.07
10,4,385587.0,6671167.0,-64.52,-40.05,-14.2,22.88,-28.38,-32.77,-14.06,-14.07,-20.91
10,40,385617.0,6671346.0,-83.6,-67.96,-41.81,-12.51,-43.68,-54.48,-38.93,26.49,-49.19
10,41,385884.0,6671744.0,-28.53,-14.26,-9.85,-27.77,8.32,5.12,-26.83,-25.34,-20.83
10,42,385243.0,6671951.0,-21.87,-15.8,-27.21,-1.74,-26.37,-19.06,-0.2,0.85,7.17
10,43,386177.0,6671625.0,-47.54,6.45,-11.84,-26.09,-18.14,6.94,-26.22,-25.31,-29.42
10,44,386218.0,6671742.0,-40.39,-1.69,-25.43,-31.81,-23.16,15.47,-39.08,-36.69,-23.82
10,45,385812.0,6671623.0,-53.38,-29.07,4.33,-31.86,9.5,-16.4,-22.76,-29.2,-18.58
10,46,385625.0,6671327.0,-84.94,-70.17,-42.92,-12.66,-44.79,-56.55,-42.06,26.65,-52.31
