,time,id,x,y,speed,east,north,coor,sinr,site
80,1,90,1889.52,962.35,0.0,386137,6671527,3861376671527,31.0790,12
81,1,91,1925.94,1060.88,0.0,386173,6671625,3861736671625,29.5097,12
82,1,93,1501.3,1341.68,0.0,385748,6671906,3857486671906,11.9175,10
83,1,94,1153.13,1110.45,0.0,385400,6671675,3854006671675,13.9917,8
84,1,95,1868.18,1223.56,0.0,386115,6671788,3861156671788,9.2934,3
85,1,96,1269.7,1315.84,0.0,385517,6671880,3855176671880,22.6751,7
86,1,97,1880.64,767.18,0.0,386128,6671332,3861286671332,6.2368,6
87,1,98,1039.87,1284.95,0.0,385287,6671849,3852876671849,4.3243,9
88,2,0,1871.36,956.18,3.25,386118,6671521,3861186671521,19.2490,12
89,2,1,1176.29,1044.54,2.12,385423,6671609,3854236671609,13.8936,1
90,2,10,1396.46,1317.33,1.34,385644,6671882,3856446671882,6.6993,7
91,2,11,2040.16,1307.07,1.38,386287,6671871,3862876671871,12.4722,3
92,2,12,1120.12,1131.25,2.12,385367,6671696,3853676671696,6.0444,8
93,2,13,1482.68,603.96,1.38,385730,6671168,3857306671168,24.5494,9
94,2,14,1224.2,688.52,2.13,385471,6671253,3854716671253,11.0160,11
95,2,15,1403.5,1015.54,2.44,385651,6671580,3856516671580,6.5511,5
96,2,16,1323.41,842.24,1.65,385570,6671407,3855706671407,11.7396,9
97,2,17,1107.71,831.27,2.6,385355,6671396,3853556671396,6.2774,11
98,2,18,1376.26,1521.16,2.47,385623,6672086,3856236672086,7.7729,10
99,2,19,1943.5,1061.43,2.38,386191,6671626,3861916671626,23.9598,12
100,2,2,1970.98,1318.5,1.86,386218,6671883,3862186671883,16.1379,3
101,2,20,1859.26,755.46,1.6,386106,6671320,3861066671320,16.1060,6
102,2,21,1766.88,903.31,1.38,386014,6671468,3860146671468,4.5379,12
103,2,22,1487.16,1362.46,0.0,385734,6671927,3857346671927,9.3533,10
104,2,23,1965.38,1345.01,1.68,386212,6671909,3862126671909,12.3451,12
105,2,24,1529.58,1111.66,2.1,385777,6671676,3857776671676,11.3083,7
106,2,25,1007.63,1053.28,1.79,385255,6671618,3852556671618,7.6506,1
107,2,26,1754.26,906.35,1.49,386001,6671471,3860016671471,4.6439,2
108,2,27,1865.11,1218.82,2.14,386112,6671783,3861126671783,10.1215,3
109,2,28,1606.79,1025.19,1.95,385854,6671590,3858546671590,26.8835,2
110,2,29,1260.28,928.34,1.98,385507,6671493,3855076671493,4.9842,9
111,2,3,1723.26,765.44,2.52,385970,6671330,3859706671330,32.0668,6
112,2,30,1778.5,601.5,2.51,386026,6671166,3860266671166,22.7829,6
113,2,31,1632.9,1179.28,1.89,385880,6671744,3858806671744,4.9654,3
114,2,32,1220.05,1072.4,2.02,385467,6671637,3854676671637,19.0879,8
115,2,34,1531.92,978.88,2.34,385779,6671543,3857796671543,43.3530,2
116,2,35,1044.85,1277.76,1.29,385292,6671842,3852926671842,4.2348,9
117,2,36,1672.02,1084.17,1.79,385919,6671649,3859196671649,23.4118,2
118,2,37,1329.4,1140.07,2.22,385576,6671704,3855766671704,14.1589,8
