,time,id,x,y,speed,east,north,coor,sinr,site
321,63,1,1878.78,723.21,8.63,386126,6671288,3861266671288,5.1690,6
322,63,2,1774.35,790.24,5.58,386021,6671355,3860216671355,25.3835,6
323,63,3,1406.12,646.04,9.0,385653,6671210,3856536671210,20.6652,9
324,63,4,1476.83,1418.52,6.57,385724,6671983,3857246671983,6.9736,10
325,63,5,1395.09,1186.23,7.23,385642,6671751,3856426671751,14.1550,8
326,63,6,1178.72,748.17,0.0,385426,6671313,3854266671313,9.2296,11
327,63,7,1746.72,1296.93,8.16,385994,6671861,3859946671861,23.5542,3
328,64,0,1476.65,1382.54,8.0,385724,6671947,3857246671947,9.3542,10
329,64,1,1879.0,715.16,8.04,386126,6671280,3861266671280,5.8193,4
330,64,2,1774.14,796.23,5.99,386021,6671361,3860216671361,25.5370,6
331,64,3,1413.55,650.88,8.87,385661,6671215,3856616671215,33.6364,9
332,64,4,1472.91,1424.19,6.9,385720,6671989,3857206671989,7.9467,10
333,64,5,1388.91,1182.21,7.38,385636,6671747,3856366671747,14.0468,8
334,64,6,1178.72,748.17,0.0,385426,6671313,3854266671313,9.2296,11
335,64,7,1738.77,1296.84,7.96,385986,6671861,3859866671861,23.6211,3
336,65,0,1480.88,1376.27,7.55,385728,6671941,3857286671941,7.2020,10
337,65,1,1879.23,706.56,8.61,386126,6671271,3861266671271,6.8207,4
338,65,2,1773.99,801.39,5.17,386021,6671366,3860216671366,24.6772,6
339,65,3,1420.6,655.51,8.43,385668,6671220,3856686671220,34.5806,9
340,65,4,1469.14,1429.64,6.62,385716,6671994,3857166671994,9.6137,10
341,65,5,1383.8,1178.89,6.09,385631,6671743,3856316671743,16.2369,8
342,65,6,1178.72,748.17,0.0,385426,6671313,3854266671313,9.2296,11
343,65,7,1731.38,1296.75,7.39,385978,6671861,3859786671861,23.5257,3
344,66,0,1483.71,1368.82,8.56,385731,6671933,3857316671933,8.0853,10
345,66,1,1879.46,698.39,8.17,386127,6671263,3861276671263,10.0983,4
