reward,reward_accumulate
0.0,0.0
-8.701367860611384,0.0
-7.319704008952612,0.0
-5.489778006714459,0.0
-4.391822405371567,0.0
-3.659852004476306,0.0
-3.1370160038368335,0.0
-2.7448890033572293,0.0
-2.4399013363175373,0.0
-2.1959112026857834,0.0
-1.9962829115325305,0.0
-1.829926002238153,0.0
-1.6891624636044489,0.0
-1.5685080019184168,0.0
-2.9987096630816077,0.0
-2.8112903091390073,0.0
-2.64592029095436,0.0
-2.4989247192346733,0.0
-2.3674023655907432,0.0
-2.249032247311206,0.0
-2.14193547362972,0.0
-2.0445747702829142,0.0
-1.9556802150532224,0.0
-1.874193539426005,0.0
-1.7992257978489647,0.0
-1.7300248056240046,0.0
-1.6659498128231154,0.0
-1.60645160522229,0.0
-1.5510567222835903,0.0
-1.4993548315408038,0.0
-1.4509885466523909,0.0
-1.4056451545695037,0.0
-1.3630498468552763,0.0
-1.32296014547718,0.0
-1.285161284177832,0.0
-1.2494623596173366,0.0
-1.2156931066547059,0.0
-1.1837011827953716,0.0
-1.153349870416003,0.0
-1.9056805188020607,0.0
-1.859200506148352,0.0
-1.814933827430534,0.0
-1.772726064001917,0.0
-1.7324368352746007,0.0
-1.6939382389351652,0.0
-1.6571134946104877,0.0
-1.621855760682605,0.0
-1.5880670990017174,0.0
-1.5556575663690293,0.0
-1.5245444150416487,0.0
-1.4946513872957339,0.0
-1.4659080913862006,0.0
-1.4382494481524988,0.0
-1.4116151991126376,0.0
-1.3859494682196805,0.0
-1.3612003705729006,0.0
-1.3373196623172356,0.0
-1.314262426760042,0.0
-1.2919867924081767,0.0
-1.2704536792013739,0.0
-1.2496265697062694,0.0
-1.2294713024529424,0.0
-1.2101420366431563,0.0
-1.191233567320607,0.0
-1.172906897054136,0.0
-1.1551355804321037,0.0
-1.1392249798010263,0.0
-1.1224716712745408,0.0
-1.108259038704628,0.0
-1.0961245605389103,0.0
-1.0835209367861083,0.0
-1.0731222682367716,0.0
-1.0584219631924323,0.0
-1.0494532833072405,0.0
-1.0419102684892083,0.0
-1.0282009228511924,0.0
-1.0148476641128652,0.0
-1.0085355330517345,0.0
-1.0014918978798841,0.0
-0.9889732491563856,0.0
-0.9848611356942115,0.0
-0.9732517471098682,0.0
-0.9698827774254293,0.0
-0.9592488576462523,0.0
-0.9479635769680611,0.0
-0.9369407446777348,0.0
-0.9261713108308642,0.0
-0.9156466368441499,0.0
-1.0528738248768441,0.0
-1.0411752268226568,0.0
-1.0297337408136167,0.0
-1.0185409827612948,0.0
-1.0075889291832163,0.0
-0.9968698980216928,0.0
-0.986376530674096,0.0
-0.9761017751462409,0.0
-0.966038870247826,0.0
-1.0319935532886297,0.0
-1.021569375982684,0.0
-1.0113536822228573,0.0
-1.0013402794285715,0.0
-0.9915232178655463,0.0
-0.9818967788571429,0.0
-0.9724554636758242,0.0
-0.9636235249817264,0.0
-0.9545327370102007,0.0
-0.9456118703091708,0.0
-0.9368562048433452,0.0
-0.9290395099694924,0.0
-0.920593696242497,0.0
-0.9123000593394114,0.0
-0.9041545230953095,0.0
-1.0065319672678095,0.0
-0.9977027394847584,0.0
-0.9890270634892387,0.0
-0.9805009681143315,0.0
-0.9721206179595082,0.0
-0.964343000872736,0.0
-0.9562392781763264,0.0
-1.0291077424796489,0.0
-1.020602719814528,0.0
-1.0136020993302484,0.0
-1.0053614318560187,0.0
-0.9982826976586006,0.0
-0.9920374676512766,0.0
-0.986155802554672,0.0
-0.9783907962353439,0.0
-0.9727662304046376,0.0
-0.967476660462771,0.0
-0.9632303463347284,0.0
-1.1305566675944247,0.0
-1.1254530899197905,0.0
-1.116991036612123,0.0
-1.1115283484277423,0.0
-1.1032948051060554,0.0
-1.095182343303805,0.0
-1.0871883116008576,0.0
-1.079310135429837,0.0
-1.0715453143116365,0.0
-1.0638914192094107,0.0
-1.0563460899951593,0.0
-1.0521578464502572,0.0
-1.0485974129094833,0.0
-1.0413154864309453,0.0
-1.0341340003176283,0.0
-1.0312910401866344,0.0
-1.0242754548792423,0.0
-1.0173546747787068,0.0
-1.0643682755305626,0.0
-1.0620020577825309,0.0
-1.0601822312128155,0.0
-1.0532073481127313,0.0
-1.0519847974213221,0.0
-1.0451537273081968,0.0
-1.0445026104066009,0.0
-1.134383588747694,0.0
-1.1713076707403405,0.0
-1.1704180725587936,0.0
