local,xe_1,xe_2,xe_3,xe_4,xe_5,xe_6,xe_7,xe_8
14.380386509765357,0.14711483410009524,0.34988286654962414,2.513400301003381,0.2757369367393404,5.886026273814104,11.32228184325655,0.30606659892128796,0.5895263462923258,0.4227419630902428
