local,xe_1,xe_2,xe_3,xe_4,xe_5,xe_6,xe_7,xe_8
-13.380386509765357,0.8528851658999048,0.6501171334503757,-1.5134003010033816,0.7242630632606594,-4.886026273814102,-10.322281843256548,0.6939334010787119,0.41047365370767425,0.5772580369097572
