,time,vehicle,x,y,east,north,coor,sinr,site
358,8,35,1120.08,852.3,385368,6671417,3853686671417,6.9193,1
359,8,36,1633.91,1298.4,385881,6671863,3858816671863,10.7001,3
360,8,37,1270.72,1105.5,385518,6671670,3855186671670,18.7343,8
361,8,38,1276.02,1319.98,385524,6671885,3855246671885,21.3485,7
362,8,39,1192.31,883.78,385440,6671449,3854406671449,5.4694,1
363,8,4,1981.29,864.22,386229,6671429,3862296671429,20.3263,12
364,8,40,1981.84,833.98,386229,6671399,3862296671399,15.9072,12
365,8,42,1982.0,815.88,386230,6671381,3862306671381,12.6807,12
366,8,43,1148.82,855.25,385396,6671420,3853966671420,6.7517,1
367,8,45,1438.12,671.89,385686,6671237,3856866671237,38.9082,9
368,8,47,1818.38,908.05,386066,6671473,3860666671473,8.8885,12
369,8,48,1156.63,1402.79,385404,6671968,3854046671968,30.2629,5
370,8,49,1082.22,910.33,385330,6671475,3853306671475,15.3458,1
371,8,5,1208.18,1439.58,385456,6672004,3854566672004,18.2980,5
372,8,6,1560.51,1284.69,385808,6671850,3858086671850,12.8729,8
373,8,7,1789.32,810.25,386037,6671375,3860376671375,24.2862,6
374,8,8,1774.83,824.21,386022,6671389,3860226671389,15.8884,6
375,8,9,1936.51,966.23,386184,6671531,3861846671531,34.0226,12
376,9,0,1933.09,1530.07,386181,6672095,3861816672095,6.6999,4
377,9,1,1392.06,1504.42,385640,6672069,3856406672069,7.4448,10
378,9,10,1349.99,1556.91,385598,6672122,3855986672122,10.3221,5
379,9,11,1071.68,1185.81,385319,6671751,3853196671751,6.4208,7
380,9,12,1695.84,1296.27,385943,6671861,3859436671861,23.8133,3
381,9,13,1572.51,1289.76,385820,6671855,3858206671855,12.6760,8
382,9,14,1771.78,818.89,386019,6671384,3860196671384,20.8251,6
383,9,15,1979.12,887.24,386227,6671452,3862276671452,23.1373,12
384,9,16,1766.13,906.51,386014,6671471,3860146671471,4.1883,12
385,9,17,1793.93,1114.08,386041,6671679,3860416671679,10.9126,3
386,9,18,1559.67,773.01,385807,6671338,3858076671338,11.5601,6
387,9,19,1106.11,1339.8,385354,6671905,3853546671905,8.6540,5
388,9,2,1956.15,965.97,386204,6671531,3862046671531,26.1125,12
389,9,20,1894.01,965.62,386142,6671530,3861426671530,32.6034,12
