,time,vehicle,x,y,east,north,coor,sinr,site
371,49,2,1772.54,898.27,386020,6671463,3.86021E+12,-2.1763,2
372,49,4,1402.79,1522.56,385650,6672087,3.85651E+12,-0.0813,10
373,49,5,1331.7,1145.35,385579,6671710,3.8558E+12,3.2138,8
374,49,6,1178.72,748.17,385426,6671313,3.85427E+12,2.2269,11
375,49,7,1622.57,1295.08,385870,6671860,3.85871E+12,-0.0706,3
376,50,0,1534.78,1293.12,385782,6671858,3.85783E+12,-3.5549,10
377,50,2,1772.38,903.99,386020,6671469,3.86021E+12,-1.8486,12
378,50,4,1398.89,1528.04,385646,6672093,3.85647E+12,-0.8787,10
379,50,5,1329.71,1144.08,385577,6671709,3.85578E+12,2.0409,8
380,50,6,1180.12,749.08,385428,6671314,3.85429E+12,2.1407,11
381,50,7,1620.26,1295.06,385868,6671860,3.85869E+12,-0.25,3
382,51,0,1536.35,1290.78,385784,6671856,3.85785E+12,-4.0631,10
383,51,2,1772.21,910.52,386020,6671475,3.86021E+12,-1.6737,12
384,51,4,1394.96,1533.56,385643,6672098,3.85644E+12,-2.1462,5
385,51,5,1326.33,1141.87,385574,6671707,3.85575E+12,0.8955,8
386,51,6,1182.99,750.88,385431,6671316,3.85432E+12,1.9844,11
387,51,7,1616.59,1294.94,385864,6671860,3.85865E+12,-0.7469,3
388,52,0,1536.76,1290.18,385784,6671855,3.85785E+12,-4.1287,10
389,52,2,1772.01,916.36,386020,6671481,3.86021E+12,0.0582,6
390,52,4,1390.61,1539.63,385638,6672104,3.85639E+12,-0.4465,5
391,52,5,1321.34,1138.6,385569,6671703,3.8557E+12,4.0813,8
392,52,6,1188.01,754.03,385436,6671319,3.85437E+12,1.6923,11
393,52,7,1611.28,1295.68,385859,6671861,3.8586E+12,-1.3142,3
394,53,0,1537.01,1289.82,385785,6671855,3.85786E+12,-4.437,10
395,53,2,1771.75,922.32,386019,6671487,3.8602E+12,-2.7363,6
396,53,4,1387.06,1545.17,385635,6672110,3.85636E+12,10.3625,5
397,53,5,1316.02,1135.11,385564,6671700,3.85565E+12,4.6283,8
398,53,6,1194.77,758.4,385442,6671323,3.85443E+12,1.2245,11
399,53,7,1603.98,1295.56,385852,6671860,3.85853E+12,-2.1065,3
400,54,0,1537.1,1289.69,385785,6671855,3.85786E+12,-4.437,10
401,54,2,1771.48,928.36,386019,6671493,3.8602E+12,-3.3719,6
402,54,4,1383.74,1551.01,385631,6672116,3.85632E+12,10.0427,5
403,54,5,1310.84,1131.73,385558,6671697,3.85559E+12,4.6248,8
404,54,6,1201.53,762.81,385449,6671328,3.8545E+12,0.5694,11
405,54,7,1596.54,1294.27,385844,6671859,3.85845E+12,-2.6313,3
406,55,0,1537.11,1289.67,385785,6671855,3.85786E+12,-4.437,10
407,55,2,1771.19,934.83,386019,6671500,3.8602E+12,-4.0251,6
408,55,4,1379.28,1557.39,385627,6672122,3.85628E+12,9.0613,5
409,55,5,1304.73,1127.74,385552,6671693,3.85553E+12,5.2723,8
410,55,6,1208.26,767.19,385456,6671332,3.85457E+12,-0.1289,11
411,55,7,1588.28,1292.85,385836,6671858,3.85837E+12,-4.2876,3
412,56,0,1537.11,1289.67,385785,6671855,3.85786E+12,-4.437,10
413,56,2,1770.94,940.69,386018,6671506,3.86019E+12,-4.527,6
414,56,4,1375.33,1562.9,385623,6672128,3.85624E+12,0.5533,10
415,56,5,1298.95,1123.95,385547,6671689,3.85548E+12,8.6053,8
416,56,6,1214.93,771.53,385462,6671336,3.85463E+12,-0.321,2
417,56,7,1580.69,1291.42,385828,6671856,3.85829E+12,-3.769,8
418,57,0,1537.11,1289.67,385785,6671855,3.85786E+12,-4.437,10
419,57,2,1770.65,947.23,386018,6671512,3.86019E+12,-4.733,3
420,57,4,1372.37,1567.05,385620,6672132,3.85621E+12,0.8747,5
421,57,5,1293.34,1120.29,385541,6671685,3.85542E+12,9.2101,8
422,57,6,1221.1,775.56,385469,6671340,3.8547E+12,0.3414,2
423,57,7,1573.36,1289.92,385821,6671855,3.85822E+12,4.4234,8
424,58,0,1537.11,1289.67,385785,6671855,3.85786E+12,-4.437,10
425,58,2,1770.39,953.17,386018,6671518,3.86019E+12,-4.3193,3
426,58,4,1371.91,1567.68,385619,6672133,3.8562E+12,0.6372,10
427,58,5,1287.58,1116.52,385535,6671681,3.85536E+12,11.2621,8
428,58,6,1227.41,779.67,385475,6671345,3.85476E+12,0.8737,2
429,58,7,1568.01,1288.77,385816,6671854,3.85817E+12,5.5755,8
430,59,0,1537.11,1289.67,385785,6671855,3.85786E+12,-4.437,10
431,59,2,1770.1,959.77,386018,6671525,3.86019E+12,-3.9627,3
432,59,4,1371.9,1567.7,385619,6672133,3.8562E+12,0.6372,10
433,59,5,1282.33,1113.1,385530,6671678,3.85531E+12,10.3373,8
434,59,6,1233.39,783.57,385481,6671348,3.85482E+12,1.3722,2
435,59,7,1561.51,1287.13,385809,6671852,3.8581E+12,3.3208,8
